ID,Name,Category,API_URL
135,Jolteon,Base Form,https://pokeapi.co/api/v2/pokemon/135/
136,Flareon,Base Form,https://pokeapi.co/api/v2/pokemon/136/
137,Porygon,Base Form,https://pokeapi.co/api/v2/pokemon/137/
138,Omanyte,Base Form,https://pokeapi.co/api/v2/pokemon/138/
139,Omastar,Base Form,https://pokeapi.co/api/v2/pokemon/139/
140,Kabuto,Base Form,https://pokeapi.co/api/v2/pokemon/140/
141,Kabutops,Base Form,https://pokeapi.co/api/v2/pokemon/141/
142,Aerodactyl,Base Form,https://pokeapi.co/api/v2/pokemon/142/
143,Snorlax,Base Form,https://pokeapi.co/api/v2/pokemon/143/
144,Articuno,Base Form,https://pokeapi.co/api/v2/pokemon/144/
145,Zapdos,Base Form,https://pokeapi.co/api/v2/pokemon/145/
146,Moltres,Base Form,https://pokeapi.co/api/v2/pokemon/146/
147,Dratini,Base Form,https://pokeapi.co/api/v2/pokemon/147/
148,Dragonair,Base Form,https://pokeapi.co/api/v2/pokemon/148/
149,Dragonite,Base Form,https://pokeapi.co/api/v2/pokemon/149/
150,Mewtwo,Base Form,https://pokeapi.co/api/v2/pokemon/150/
151,Mew,Base Form,https://pokeapi.co/api/v2/pokemon/151/
152,Chikorita,Base Form,https://pokeapi.co/api/v2/pokemon/152/
153,Bayleef,Base Form,https://pokeapi.co/api/v2/pokemon/153/
154,Meganium,Base Form,https://pokeapi.co/api/v2/pokemon/154/
155,Cyndaquil,Base Form,https://pokeapi.co/api/v2/pokemon/155/
156,Quilava,Base Form,https://pokeapi.co/api/v2/pokemon/156/
157,Typhlosion,Base Form,https://pokeapi.co/api/v2/pokemon/157/
158,Totodile,Base Form,https://pokeapi.co/api/v2/pokemon/158/
159,Croconaw,Base Form,https://pokeapi.co/api/v2/pokemon/159/
160,Feraligatr,Base Form,https://pokeapi.co/api/v2/pokemon/160/
161,Sentret,Base Form,https://pokeapi.co/api/v2/pokemon/161/
162,Furret,Base Form,https://pokeapi.co/api/v2/pokemon/162/
163,Hoothoot,Base Form,https://pokeapi.co/api/v2/pokemon/163/
164,Noctowl,Base Form,https://pokeapi.co/api/v2/pokemon/164/
165,Ledyba,Base Form,https://pokeapi.co/api/v2/pokemon/165/
166,Ledian,Base Form,https://pokeapi.co/api/v2/pokemon/166/
167,Spinarak,Base Form,https://pokeapi.co/api/v2/pokemon/167/
168,Ariados,Base Form,https://pokeapi.co/api/v2/pokemon/168/
169,Crobat,Base Form,https://pokeapi.co/api/v2/pokemon/169/
170,Chinchou,Base Form,https://pokeapi.co/api/v2/pokemon/170/
171,Lanturn,Base Form,https://pokeapi.co/api/v2/pokemon/171/
172,Pichu,Base Form,https://pokeapi.co/api/v2/pokemon/172/
173,Cleffa,Base Form,https://pokeapi.co/api/v2/pokemon/173/
174,Igglybuff,Base Form,https://pokeapi.co/api/v2/pokemon/174/
175,Togepi,Base Form,https://pokeapi.co/api/v2/pokemon/175/
176,Togetic,Base Form,https://pokeapi.co/api/v2/pokemon/176/
177,Natu,Base Form,https://pokeapi.co/api/v2/pokemon/177/
178,Xatu,Base Form,https://pokeapi.co/api/v2/pokemon/178/
179,Mareep,Base Form,https://pokeapi.co/api/v2/pokemon/179/
180,Flaaffy,Base Form,https://pokeapi.co/api/v2/pokemon/180/
181,Ampharos,Base Form,https://pokeapi.co/api/v2/pokemon/181/
182,Bellossom,Base Form,https://pokeapi.co/api/v2/pokemon/182/
183,Marill,Base Form,https://pokeapi.co/api/v2/pokemon/183/
184,Azumarill,Base Form,https://pokeapi.co/api/v2/pokemon/184/
185,Sudowoodo,Base Form,https://pokeapi.co/api/v2/pokemon/185/
186,Politoed,Base Form,https://pokeapi.co/api/v2/pokemon/186/
187,Hoppip,Base Form,https://pokeapi.co/api/v2/pokemon/187/
188,Skiploom,Base Form,https://pokeapi.co/api/v2/pokemon/188/
189,Jumpluff,Base Form,https://pokeapi.co/api/v2/pokemon/189/
190,Aipom,Base Form,https://pokeapi.co/api/v2/pokemon/190/
191,Sunkern,Base Form,https://pokeapi.co/api/v2/pokemon/191/
192,Sunflora,Base Form,https://pokeapi.co/api/v2/pokemon/192/
193,Yanma,Base Form,https://pokeapi.co/api/v2/pokemon/193/
194,Wooper,Base Form,https://pokeapi.co/api/v2/pokemon/194/
195,Quagsire,Base Form,https://pokeapi.co/api/v2/pokemon/195/
196,Espeon,Base Form,https://pokeapi.co/api/v2/pokemon/196/
197,Umbreon,Base Form,https://pokeapi.co/api/v2/pokemon/197/
198,Murkrow,Base Form,https://pokeapi.co/api/v2/pokemon/198/
199,Slowking,Base Form,https://pokeapi.co/api/v2/pokemon/199/
200,Misdreavus,Base Form,https://pokeapi.co/api/v2/pokemon/200/
201,Unown,Base Form,https://pokeapi.co/api/v2/pokemon/201/
202,Wobbuffet,Base Form,https://pokeapi.co/api/v2/pokemon/202/
203,Girafarig,Base Form,https://pokeapi.co/api/v2/pokemon/203/
204,Pineco,Base Form,https://pokeapi.co/api/v2/pokemon/204/
205,Forretress,Base Form,https://pokeapi.co/api/v2/pokemon/205/
206,Dunsparce,Base Form,https://pokeapi.co/api/v2/pokemon/206/
207,Gligar,Base Form,https://pokeapi.co/api/v2/pokemon/207/
208,Steelix,Base Form,https://pokeapi.co/api/v2/pokemon/208/
209,Snubbull,Base Form,https://pokeapi.co/api/v2/pokemon/209/
210,Granbull,Base Form,https://pokeapi.co/api/v2/pokemon/210/
211,Qwilfish,Base Form,https://pokeapi.co/api/v2/pokemon/211/
212,Scizor,Base Form,https://pokeapi.co/api/v2/pokemon/212/
213,Shuckle,Base Form,https://pokeapi.co/api/v2/pokemon/213/
214,Heracross,Base Form,https://pokeapi.co/api/v2/pokemon/214/
215,Sneasel,Base Form,https://pokeapi.co/api/v2/pokemon/215/
216,Teddiursa,Base Form,https://pokeapi.co/api/v2/pokemon/216/
217,Ursaring,Base Form,https://pokeapi.co/api/v2/pokemon/217/
218,Slugma,Base Form,https://pokeapi.co/api/v2/pokemon/218/
219,Magcargo,Base Form,https://pokeapi.co/api/v2/pokemon/219/
220,Swinub,Base Form,https://pokeapi.co/api/v2/pokemon/220/
221,Piloswine,Base Form,https://pokeapi.co/api/v2/pokemon/221/
222,Corsola,Base Form,https://pokeapi.co/api/v2/pokemon/222/
223,Remoraid,Base Form,https://pokeapi.co/api/v2/pokemon/223/
224,Octillery,Base Form,https://pokeapi.co/api/v2/pokemon/224/
225,Delibird,Base Form,https://pokeapi.co/api/v2/pokemon/225/
226,Mantine,Base Form,https://pokeapi.co/api/v2/pokemon/226/
227,Skarmory,Base Form,https://pokeapi.co/api/v2/pokemon/227/
228,Houndour,Base Form,https://pokeapi.co/api/v2/pokemon/228/
229,Houndoom,Base Form,https://pokeapi.co/api/v2/pokemon/229/
230,Kingdra,Base Form,https://pokeapi.co/api/v2/pokemon/230/
231,Phanpy,Base Form,https://pokeapi.co/api/v2/pokemon/231/
232,Donphan,Base Form,https://pokeapi.co/api/v2/pokemon/232/
233,Porygon2,Base Form,https://pokeapi.co/api/v2/pokemon/233/
234,Stantler,Base Form,https://pokeapi.co/api/v2/pokemon/234/
235,Smeargle,Base Form,https://pokeapi.co/api/v2/pokemon/235/
236,Tyrogue,Base Form,https://pokeapi.co/api/v2/pokemon/236/
237,Hitmontop,Base Form,https://pokeapi.co/api/v2/pokemon/237/
238,Smoochum,Base Form,https://pokeapi.co/api/v2/pokemon/238/
239,Elekid,Base Form,https://pokeapi.co/api/v2/pokemon/239/
240,Magby,Base Form,https://pokeapi.co/api/v2/pokemon/240/
241,Miltank,Base Form,https://pokeapi.co/api/v2/pokemon/241/
242,Blissey,Base Form,https://pokeapi.co/api/v2/pokemon/242/
243,Raikou,Base Form,https://pokeapi.co/api/v2/pokemon/243/
244,Entei,Base Form,https://pokeapi.co/api/v2/pokemon/244/
245,Suicune,Base Form,https://pokeapi.co/api/v2/pokemon/245/
246,Larvitar,Base Form,https://pokeapi.co/api/v2/pokemon/246/
247,Pupitar,Base Form,https://pokeapi.co/api/v2/pokemon/247/
248,Tyranitar,Base Form,https://pokeapi.co/api/v2/pokemon/248/
249,Lugia,Base Form,https://pokeapi.co/api/v2/pokemon/249/
250,Ho Oh,Base Form,https://pokeapi.co/api/v2/pokemon/250/
251,Celebi,Base Form,https://pokeapi.co/api/v2/pokemon/251/
252,Treecko,Base Form,https://pokeapi.co/api/v2/pokemon/252/
253,Grovyle,Base Form,https://pokeapi.co/api/v2/pokemon/253/
254,Sceptile,Base Form,https://pokeapi.co/api/v2/pokemon/254/
255,Torchic,Base Form,https://pokeapi.co/api/v2/pokemon/255/
256,Combusken,Base Form,https://pokeapi.co/api/v2/pokemon/256/
257,Blaziken,Base Form,https://pokeapi.co/api/v2/pokemon/257/
258,Mudkip,Base Form,https://pokeapi.co/api/v2/pokemon/258/
259,Marshtomp,Base Form,https://pokeapi.co/api/v2/pokemon/259/
260,Swampert,Base Form,https://pokeapi.co/api/v2/pokemon/260/
261,Poochyena,Base Form,https://pokeapi.co/api/v2/pokemon/261/
262,Mightyena,Base Form,https://pokeapi.co/api/v2/pokemon/262/
263,Zigzagoon,Base Form,https://pokeapi.co/api/v2/pokemon/263/
264,Linoone,Base Form,https://pokeapi.co/api/v2/pokemon/264/
265,Wurmple,Base Form,https://pokeapi.co/api/v2/pokemon/265/
266,Silcoon,Base Form,https://pokeapi.co/api/v2/pokemon/266/
267,Beautifly,Base Form,https://pokeapi.co/api/v2/pokemon/267/
268,Cascoon,Base Form,https://pokeapi.co/api/v2/pokemon/268/
269,Dustox,Base Form,https://pokeapi.co/api/v2/pokemon/269/
270,Lotad,Base Form,https://pokeapi.co/api/v2/pokemon/270/
271,Lombre,Base Form,https://pokeapi.co/api/v2/pokemon/271/
272,Ludicolo,Base Form,https://pokeapi.co/api/v2/pokemon/272/
273,Seedot,Base Form,https://pokeapi.co/api/v2/pokemon/273/
274,Nuzleaf,Base Form,https://pokeapi.co/api/v2/pokemon/274/
275,Shiftry,Base Form,https://pokeapi.co/api/v2/pokemon/275/
276,Taillow,Base Form,https://pokeapi.co/api/v2/pokemon/276/
277,Swellow,Base Form,https://pokeapi.co/api/v2/pokemon/277/
278,Wingull,Base Form,https://pokeapi.co/api/v2/pokemon/278/
279,Pelipper,Base Form,https://pokeapi.co/api/v2/pokemon/279/
280,Ralts,Base Form,https://pokeapi.co/api/v2/pokemon/280/
281,Kirlia,Base Form,https://pokeapi.co/api/v2/pokemon/281/
282,Gardevoir,Base Form,https://pokeapi.co/api/v2/pokemon/282/
283,Surskit,Base Form,https://pokeapi.co/api/v2/pokemon/283/
284,Masquerain,Base Form,https://pokeapi.co/api/v2/pokemon/284/
285,Shroomish,Base Form,https://pokeapi.co/api/v2/pokemon/285/
286,Breloom,Base Form,https://pokeapi.co/api/v2/pokemon/286/
287,Slakoth,Base Form,https://pokeapi.co/api/v2/pokemon/287/
288,Vigoroth,Base Form,https://pokeapi.co/api/v2/pokemon/288/
289,Slaking,Base Form,https://pokeapi.co/api/v2/pokemon/289/
290,Nincada,Base Form,https://pokeapi.co/api/v2/pokemon/290/
291,Ninjask,Base Form,https://pokeapi.co/api/v2/pokemon/291/
292,Shedinja,Base Form,https://pokeapi.co/api/v2/pokemon/292/
293,Whismur,Base Form,https://pokeapi.co/api/v2/pokemon/293/
294,Loudred,Base Form,https://pokeapi.co/api/v2/pokemon/294/
295,Exploud,Base Form,https://pokeapi.co/api/v2/pokemon/295/
296,Makuhita,Base Form,https://pokeapi.co/api/v2/pokemon/296/
297,Hariyama,Base Form,https://pokeapi.co/api/v2/pokemon/297/
298,Azurill,Base Form,https://pokeapi.co/api/v2/pokemon/298/
299,Nosepass,Base Form,https://pokeapi.co/api/v2/pokemon/299/
300,Skitty,Base Form,https://pokeapi.co/api/v2/pokemon/300/
301,Delcatty,Base Form,https://pokeapi.co/api/v2/pokemon/301/
302,Sableye,Base Form,https://pokeapi.co/api/v2/pokemon/302/
303,Mawile,Base Form,https://pokeapi.co/api/v2/pokemon/303/
304,Aron,Base Form,https://pokeapi.co/api/v2/pokemon/304/
305,Lairon,Base Form,https://pokeapi.co/api/v2/pokemon/305/
306,Aggron,Base Form,https://pokeapi.co/api/v2/pokemon/306/
307,Meditite,Base Form,https://pokeapi.co/api/v2/pokemon/307/
308,Medicham,Base Form,https://pokeapi.co/api/v2/pokemon/308/
309,Electrike,Base Form,https://pokeapi.co/api/v2/pokemon/309/
310,Manectric,Base Form,https://pokeapi.co/api/v2/pokemon/310/
311,Plusle,Base Form,https://pokeapi.co/api/v2/pokemon/311/
312,Minun,Base Form,https://pokeapi.co/api/v2/pokemon/312/
313,Volbeat,Base Form,https://pokeapi.co/api/v2/pokemon/313/
314,Illumise,Base Form,https://pokeapi.co/api/v2/pokemon/314/
315,Roselia,Base Form,https://pokeapi.co/api/v2/pokemon/315/
316,Gulpin,Base Form,https://pokeapi.co/api/v2/pokemon/316/
317,Swalot,Base Form,https://pokeapi.co/api/v2/pokemon/317/
318,Carvanha,Base Form,https://pokeapi.co/api/v2/pokemon/318/
319,Sharpedo,Base Form,https://pokeapi.co/api/v2/pokemon/319/
320,Wailmer,Base Form,https://pokeapi.co/api/v2/pokemon/320/
321,Wailord,Base Form,https://pokeapi.co/api/v2/pokemon/321/
322,Numel,Base Form,https://pokeapi.co/api/v2/pokemon/322/
323,Camerupt,Base Form,https://pokeapi.co/api/v2/pokemon/323/
324,Torkoal,Base Form,https://pokeapi.co/api/v2/pokemon/324/
325,Spoink,Base Form,https://pokeapi.co/api/v2/pokemon/325/
326,Grumpig,Base Form,https://pokeapi.co/api/v2/pokemon/326/
327,Spinda,Base Form,https://pokeapi.co/api/v2/pokemon/327/
328,Trapinch,Base Form,https://pokeapi.co/api/v2/pokemon/328/
329,Vibrava,Base Form,https://pokeapi.co/api/v2/pokemon/329/
330,Flygon,Base Form,https://pokeapi.co/api/v2/pokemon/330/
331,Cacnea,Base Form,https://pokeapi.co/api/v2/pokemon/331/
332,Cacturne,Base Form,https://pokeapi.co/api/v2/pokemon/332/
333,Swablu,Base Form,https://pokeapi.co/api/v2/pokemon/333/
334,Altaria,Base Form,https://pokeapi.co/api/v2/pokemon/334/
335,Zangoose,Base Form,https://pokeapi.co/api/v2/pokemon/335/
336,Seviper,Base Form,https://pokeapi.co/api/v2/pokemon/336/
337,Lunatone,Base Form,https://pokeapi.co/api/v2/pokemon/337/
338,Solrock,Base Form,https://pokeapi.co/api/v2/pokemon/338/
339,Barboach,Base Form,https://pokeapi.co/api/v2/pokemon/339/
340,Whiscash,Base Form,https://pokeapi.co/api/v2/pokemon/340/
341,Corphish,Base Form,https://pokeapi.co/api/v2/pokemon/341/
342,Crawdaunt,Base Form,https://pokeapi.co/api/v2/pokemon/342/
343,Baltoy,Base Form,https://pokeapi.co/api/v2/pokemon/343/
344,Claydol,Base Form,https://pokeapi.co/api/v2/pokemon/344/
345,Lileep,Base Form,https://pokeapi.co/api/v2/pokemon/345/
346,Cradily,Base Form,https://pokeapi.co/api/v2/pokemon/346/
347,Anorith,Base Form,https://pokeapi.co/api/v2/pokemon/347/
348,Armaldo,Base Form,https://pokeapi.co/api/v2/pokemon/348/
349,Feebas,Base Form,https://pokeapi.co/api/v2/pokemon/349/
350,Milotic,Base Form,https://pokeapi.co/api/v2/pokemon/350/
351,Castform,Base Form,https://pokeapi.co/api/v2/pokemon/351/
352,Kecleon,Base Form,https://pokeapi.co/api/v2/pokemon/352/
353,Shuppet,Base Form,https://pokeapi.co/api/v2/pokemon/353/
354,Banette,Base Form,https://pokeapi.co/api/v2/pokemon/354/
355,Duskull,Base Form,https://pokeapi.co/api/v2/pokemon/355/
356,Dusclops,Base Form,https://pokeapi.co/api/v2/pokemon/356/
357,Tropius,Base Form,https://pokeapi.co/api/v2/pokemon/357/
358,Chimecho,Base Form,https://pokeapi.co/api/v2/pokemon/358/
359,Absol,Base Form,https://pokeapi.co/api/v2/pokemon/359/
360,Wynaut,Base Form,https://pokeapi.co/api/v2/pokemon/360/
361,Snorunt,Base Form,https://pokeapi.co/api/v2/pokemon/361/
362,Glalie,Base Form,https://pokeapi.co/api/v2/pokemon/362/
363,Spheal,Base Form,https://pokeapi.co/api/v2/pokemon/363/
364,Sealeo,Base Form,https://pokeapi.co/api/v2/pokemon/364/
365,Walrein,Base Form,https://pokeapi.co/api/v2/pokemon/365/
366,Clamperl,Base Form,https://pokeapi.co/api/v2/pokemon/366/
367,Huntail,Base Form,https://pokeapi.co/api/v2/pokemon/367/
368,Gorebyss,Base Form,https://pokeapi.co/api/v2/pokemon/368/
369,Relicanth,Base Form,https://pokeapi.co/api/v2/pokemon/369/
370,Luvdisc,Base Form,https://pokeapi.co/api/v2/pokemon/370/
371,Bagon,Base Form,https://pokeapi.co/api/v2/pokemon/371/
372,Shelgon,Base Form,https://pokeapi.co/api/v2/pokemon/372/
373,Salamence,Base Form,https://pokeapi.co/api/v2/pokemon/373/
374,Beldum,Base Form,https://pokeapi.co/api/v2/pokemon/374/
375,Metang,Base Form,https://pokeapi.co/api/v2/pokemon/375/
376,Metagross,Base Form,https://pokeapi.co/api/v2/pokemon/376/
377,Regirock,Base Form,https://pokeapi.co/api/v2/pokemon/377/
378,Regice,Base Form,https://pokeapi.co/api/v2/pokemon/378/
379,Registeel,Base Form,https://pokeapi.co/api/v2/pokemon/379/
380,Latias,Base Form,https://pokeapi.co/api/v2/pokemon/380/
381,Latios,Base Form,https://pokeapi.co/api/v2/pokemon/381/
382,Kyogre,Base Form,https://pokeapi.co/api/v2/pokemon/382/
383,Groudon,Base Form,https://pokeapi.co/api/v2/pokemon/383/
384,Rayquaza,Base Form,https://pokeapi.co/api/v2/pokemon/384/
385,Jirachi,Base Form,https://pokeapi.co/api/v2/pokemon/385/
386,Deoxys Normal,Base Form,https://pokeapi.co/api/v2/pokemon/386/
387,Turtwig,Base Form,https://pokeapi.co/api/v2/pokemon/387/
388,Grotle,Base Form,https://pokeapi.co/api/v2/pokemon/388/
389,Torterra,Base Form,https://pokeapi.co/api/v2/pokemon/389/
390,Chimchar,Base Form,https://pokeapi.co/api/v2/pokemon/390/
391,Monferno,Base Form,https://pokeapi.co/api/v2/pokemon/391/
392,Infernape,Base Form,https://pokeapi.co/api/v2/pokemon/392/
